anonymous_id,specimen_id,annotator,trait_key,mode,n_views,n_present,per_view_values
individual_092,ANAMAICO4,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_092,ANAMAICO4,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_092,ANAMAICO4,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_092,ANAMAICO4,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_092,ANAMAICO4,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_092,ANAMAICO4,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_092,ANAMAICO4,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_092,ANAMAICO4,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_092,ANAMAICO4,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_092,ANAMAICO4,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_092,ANAMAICO4,roni,stem_type,woody,5,5,lenoso | lenoso | lenoso | lenoso | lenoso
individual_092,ANAMAICO4,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_092,ANAMAICO4,roni,stem_texture,ridged,5,5,estriada | estriada | estriada | estriada | estriada
individual_092,ANAMAICO4,roni,stipules,present,5,5,presentes | presentes | presentes | presentes | presentes
individual_092,ANAMAICO4,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_092,ANAMAICO4,roni,pulvinus,present,5,5,basal | basal | basal | basal | basal
individual_092,ANAMAICO4,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_092,ANAMAICO4,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_093,SRCHIOAL9,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_093,SRCHIOAL9,roni,leaf_spacing,distal,5,4,no visible | distales | distales | distales | distales
individual_093,SRCHIOAL9,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_093,SRCHIOAL9,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_093,SRCHIOAL9,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_093,SRCHIOAL9,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_093,SRCHIOAL9,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_093,SRCHIOAL9,roni,leaf_apex,acuminate,5,4,acuminado | acuminado | acuminado | acuminado | no visible
individual_093,SRCHIOAL9,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_093,SRCHIOAL9,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_093,SRCHIOAL9,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_093,SRCHIOAL9,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_093,SRCHIOAL9,roni,petiole_features,grooved,5,2,no visible | no visible | acanalado | no visible | acanalado
individual_093,SRCHIOAL9,roni,stem_type,woody,5,4,no visible | lenoso | lenoso | lenoso | lenoso
individual_093,SRCHIOAL9,roni,stem_trichomes,absent,5,2,no visible | ausentes | no visible | no visible | ausentes
individual_093,SRCHIOAL9,roni,stem_texture,smooth,5,2,no visible | lisa | no visible | no visible | lisa
individual_093,SRCHIOAL9,roni,stipules,absent,5,3,no visible | ausentes | ausentes | no visible | ausentes
individual_093,SRCHIOAL9,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_093,SRCHIOAL9,roni,pulvinus,absent,5,4,no visible | ausente | ausente | ausente | ausente
individual_093,SRCHIOAL9,roni,tendrils,absent,5,4,no visible | ausente | ausente | ausente | ausente
individual_093,SRCHIOAL9,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_094,BVCOU2CU2,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_094,BVCOU2CU2,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_094,BVCOU2CU2,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_094,BVCOU2CU2,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_094,BVCOU2CU2,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_094,BVCOU2CU2,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_094,BVCOU2CU2,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_094,BVCOU2CU2,roni,leaf_apex,acute,5,4,agudo | agudo | agudo | agudo | no visible
individual_094,BVCOU2CU2,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_094,BVCOU2CU2,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_094,BVCOU2CU2,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_094,BVCOU2CU2,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_094,BVCOU2CU2,roni,petiole_features,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_094,BVCOU2CU2,roni,stem_type,woody,5,4,lenoso | no visible | lenoso | lenoso | lenoso
individual_094,BVCOU2CU2,roni,stem_trichomes,absent,5,3,ausentes | no visible | ausentes | ausentes | no visible
individual_094,BVCOU2CU2,roni,stem_texture,smooth,5,3,lisa | no visible | lisa | lisa | no visible
individual_094,BVCOU2CU2,roni,stipules,present,5,4,presentes | no visible | presentes | presentes | presentes
individual_094,BVCOU2CU2,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_094,BVCOU2CU2,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_094,BVCOU2CU2,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_094,BVCOU2CU2,roni,damage,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_095,PPFARAOC3,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_095,PPFARAOC3,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_095,PPFARAOC3,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_095,PPFARAOC3,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_095,PPFARAOC3,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_095,PPFARAOC3,roni,leaf_margin,entire,5,3,no visible | no visible | entero | entero | entero
individual_095,PPFARAOC3,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_095,PPFARAOC3,roni,leaf_apex,acute,5,3,no visible | no visible | agudo | agudo | agudo
individual_095,PPFARAOC3,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_095,PPFARAOC3,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_095,PPFARAOC3,roni,leaf_trichomes,absent,5,3,no visible | no visible | ausentes | ausentes | ausentes
individual_095,PPFARAOC3,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_095,PPFARAOC3,roni,petiole_features,terete,5,3,no visible | no visible | terete | terete | terete
individual_095,PPFARAOC3,roni,stem_type,woody,5,4,lenoso | no visible | lenoso | lenoso | lenoso
individual_095,PPFARAOC3,roni,stem_trichomes,absent,5,3,no visible | no visible | ausentes | ausentes | ausentes
individual_095,PPFARAOC3,roni,stem_texture,smooth,5,3,no visible | no visible | lisa | lisa | lisa
individual_095,PPFARAOC3,roni,stipules,present,5,3,no visible | no visible | presentes | presentes | presentes
individual_095,PPFARAOC3,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_095,PPFARAOC3,roni,pulvinus,absent,5,3,no visible | no visible | ausente | ausente | ausente
individual_095,PPFARAOC3,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_095,PPFARAOC3,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_096,SRPSYCC12,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_096,SRPSYCC12,roni,leaf_spacing,clustered,5,5,agrupadas | agrupadas | agrupadas | agrupadas | agrupadas
individual_096,SRPSYCC12,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_096,SRPSYCC12,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_096,SRPSYCC12,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_096,SRPSYCC12,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_096,SRPSYCC12,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_096,SRPSYCC12,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_096,SRPSYCC12,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_096,SRPSYCC12,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_096,SRPSYCC12,roni,leaf_trichomes,absent,5,4,no visible | ausentes | ausentes | ausentes | ausentes
individual_096,SRPSYCC12,roni,petiole_length,short,5,4,corto | corto | no visible | corto | corto
individual_096,SRPSYCC12,roni,petiole_features,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,stem_type,woody,5,1,no visible | lenoso | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_096,SRPSYCC12,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_096,SRPSYCC12,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_097,MEPOSOLA5,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_097,MEPOSOLA5,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_097,MEPOSOLA5,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_097,MEPOSOLA5,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_097,MEPOSOLA5,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_097,MEPOSOLA5,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_097,MEPOSOLA5,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_097,MEPOSOLA5,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_097,MEPOSOLA5,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_097,MEPOSOLA5,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_097,MEPOSOLA5,roni,leaf_trichomes,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_097,MEPOSOLA5,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_097,MEPOSOLA5,roni,petiole_features,terete,5,1,no visible | no visible | no visible | no visible | terete
individual_097,MEPOSOLA5,roni,stem_type,woody,5,3,lenoso | lenoso | no visible | no visible | lenoso
individual_097,MEPOSOLA5,roni,stem_trichomes,absent,5,3,ausentes | ausentes | no visible | no visible | ausentes
individual_097,MEPOSOLA5,roni,stem_texture,smooth,5,3,lisa | lisa | no visible | no visible | lisa
individual_097,MEPOSOLA5,roni,stipules,present,5,3,presentes | presentes | no visible | no visible | presentes
individual_097,MEPOSOLA5,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_097,MEPOSOLA5,roni,pulvinus,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_097,MEPOSOLA5,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_097,MEPOSOLA5,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_098,MEPSYCHO6,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_098,MEPSYCHO6,roni,leaf_spacing,clustered,5,5,agrupadas | agrupadas | agrupadas | agrupadas | agrupadas
individual_098,MEPSYCHO6,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_098,MEPSYCHO6,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_098,MEPSYCHO6,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_098,MEPSYCHO6,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_098,MEPSYCHO6,roni,leaf_shape,obovate,5,5,obovada | obovada | obovada | obovada | obovada
individual_098,MEPSYCHO6,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_098,MEPSYCHO6,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_098,MEPSYCHO6,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_098,MEPSYCHO6,roni,leaf_trichomes,absent,5,4,no visible | ausentes | ausentes | ausentes | ausentes
individual_098,MEPSYCHO6,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_098,MEPSYCHO6,roni,petiole_features,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_098,MEPSYCHO6,roni,stem_type,woody,5,3,no visible | lenoso | no visible | lenoso | lenoso
individual_098,MEPSYCHO6,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_098,MEPSYCHO6,roni,stem_texture,smooth,5,3,no visible | lisa | no visible | lisa | lisa
individual_098,MEPSYCHO6,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_098,MEPSYCHO6,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_098,MEPSYCHO6,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_098,MEPSYCHO6,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_098,MEPSYCHO6,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_099,PEA0168,roni,leaf_relative_position,opposite,4,3,opuesta | opuesta | opuesta | no visible
individual_099,PEA0168,roni,leaf_spacing,clustered,4,3,agrupadas | agrupadas | agrupadas | no visible
individual_099,PEA0168,roni,leaf_complexity_type,simple,4,3,simple | simple | simple | no
individual_099,PEA0168,roni,compound_leaf_type,__missing__,4,0,N/A | N/A | N/A | N/A
individual_099,PEA0168,roni,leaflet_arrangement,__missing__,4,0,N/A | N/A | N/A | N/A
individual_099,PEA0168,roni,leaf_margin,entire,4,3,entero | entero | entero | no visible
individual_099,PEA0168,roni,leaf_shape,lanceolate,4,3,lanceolada | lanceolada | lanceolada | no visible
individual_099,PEA0168,roni,leaf_apex,acute,4,3,agudo | agudo | agudo | no visible
individual_099,PEA0168,roni,leaf_base,cuneate,4,3,cuneada | cuneada | cuneada | no
individual_099,PEA0168,roni,venation,pinnate,4,3,pinnada | pinnada | pinnada | no
individual_099,PEA0168,roni,leaf_trichomes,absent,4,3,ausentes | ausentes | ausentes | no visible
individual_099,PEA0168,roni,petiole_length,short,4,3,corto | corto | corto | no visible
individual_099,PEA0168,roni,petiole_features,__missing__,4,0,no visible | no visible | no visible | no visible
individual_099,PEA0168,roni,stem_type,woody,4,4,lenoso | lenoso | lenoso | lenoso
individual_099,PEA0168,roni,stem_trichomes,absent,4,1,no visible | no visible | no visible | ausentes
individual_099,PEA0168,roni,stem_texture,smooth,4,1,no visible | no visible | no visible | lisa
individual_099,PEA0168,roni,stipules,__missing__,4,0,no visible | no visible | no visible | no visible
individual_099,PEA0168,roni,latex,__missing__,4,0,no visible | no visible | no visible | no visible
individual_099,PEA0168,roni,pulvinus,__missing__,4,0,no visible | no visible | no visible | no visible
individual_099,PEA0168,roni,tendrils,absent,4,3,ausente | ausente | ausente | no visible
individual_099,PEA0168,roni,damage,present,4,3,presente | presente | presente | no visible
individual_100,ANPSYCER1,roni,leaf_relative_position,opposite,4,4,opuesta | opuesta | opuesta | opuesta
individual_100,ANPSYCER1,roni,leaf_spacing,distal,4,4,distales | distales | distales | distales
individual_100,ANPSYCER1,roni,leaf_complexity_type,simple,4,4,simple | simple | simple | simple
individual_100,ANPSYCER1,roni,compound_leaf_type,__missing__,4,0,N/A | N/A | N/A | N/A
individual_100,ANPSYCER1,roni,leaflet_arrangement,__missing__,4,0,N/A | N/A | N/A | N/A
individual_100,ANPSYCER1,roni,leaf_margin,entire,4,4,entero | entero | entero | entero
individual_100,ANPSYCER1,roni,leaf_shape,elliptic,4,4,eliptica | eliptica | eliptica | eliptica
individual_100,ANPSYCER1,roni,leaf_apex,acute,4,4,agudo | agudo | agudo | agudo
individual_100,ANPSYCER1,roni,leaf_base,cuneate,4,4,cuneada | cuneada | cuneada | cuneada
individual_100,ANPSYCER1,roni,venation,pinnate,4,4,pinnada | pinnada | pinnada | pinnada
individual_100,ANPSYCER1,roni,leaf_trichomes,absent,4,4,ausentes | ausentes | ausentes | ausentes
individual_100,ANPSYCER1,roni,petiole_length,short,4,4,corto | corto | corto | corto
individual_100,ANPSYCER1,roni,petiole_features,terete,4,3,no visible | terete | terete | terete
individual_100,ANPSYCER1,roni,stem_type,woody,4,2,lenoso | lenoso | no visible | no visible
individual_100,ANPSYCER1,roni,stem_trichomes,__missing__,4,0,no visible | no visible | no visible | no visible
individual_100,ANPSYCER1,roni,stem_texture,__missing__,4,0,no visible | no visible | no visible | no visible
individual_100,ANPSYCER1,roni,stipules,__missing__,4,0,no visible | no visible | no visible | no visible
individual_100,ANPSYCER1,roni,latex,__missing__,4,0,no visible | no visible | no visible | no visible
individual_100,ANPSYCER1,roni,pulvinus,__missing__,4,0,no visible | no visible | no visible | no visible
individual_100,ANPSYCER1,roni,tendrils,absent,4,4,ausente | ausente | ausente | ausente
individual_100,ANPSYCER1,roni,damage,absent,4,4,ausente | ausente | ausente | ausente
individual_101,ANCASECO2,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_101,ANCASECO2,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_101,ANCASECO2,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_101,ANCASECO2,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_101,ANCASECO2,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_101,ANCASECO2,roni,leaf_margin,toothed,5,5,serrado | serrado | serrado | serrado | serrado
individual_101,ANCASECO2,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_101,ANCASECO2,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_101,ANCASECO2,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_101,ANCASECO2,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_101,ANCASECO2,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_101,ANCASECO2,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_101,ANCASECO2,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_101,ANCASECO2,roni,stem_type,woody,5,5,lenoso | lenoso | lenoso | lenoso | lenoso
individual_101,ANCASECO2,roni,stem_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_101,ANCASECO2,roni,stem_texture,lenticellate,5,5,lenticelada | lenticelada | lenticelada | lenticelada | lenticelada
individual_101,ANCASECO2,roni,stipules,present,5,5,presentes | presentes | presentes | presentes | presentes
individual_101,ANCASECO2,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_101,ANCASECO2,roni,pulvinus,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_101,ANCASECO2,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_101,ANCASECO2,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_102,CHCUPASY3,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_102,CHCUPASY3,roni,leaf_spacing,clustered,5,4,agrupadas | agrupadas | agrupadas | agrupadas | no visible
individual_102,CHCUPASY3,roni,leaf_complexity_type,compound,5,5,compuesta | compuesta | compuesta | compuesta | compuesta
individual_102,CHCUPASY3,roni,compound_leaf_type,odd-pinnate,5,5,imparipinada | imparipinada | imparipinada | imparipinada | imparipinada
individual_102,CHCUPASY3,roni,leaflet_arrangement,alternate,5,5,alternos | alternos | alternos | alternos | alternos
individual_102,CHCUPASY3,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_102,CHCUPASY3,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_102,CHCUPASY3,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_102,CHCUPASY3,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_102,CHCUPASY3,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_102,CHCUPASY3,roni,leaf_trichomes,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_102,CHCUPASY3,roni,petiole_length,long,5,5,largo | largo | largo | largo | largo
individual_102,CHCUPASY3,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_102,CHCUPASY3,roni,stem_type,woody,5,4,lenoso | lenoso | lenoso | lenoso | no visible
individual_102,CHCUPASY3,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_102,CHCUPASY3,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_102,CHCUPASY3,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_102,CHCUPASY3,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_102,CHCUPASY3,roni,pulvinus,present,5,1,no visible | no visible | no visible | basal | no visible
individual_102,CHCUPASY3,roni,tendrils,absent,5,4,ausente | ausente | ausente | ausente | no visible
individual_102,CHCUPASY3,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_103,OLPAULBR1,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_103,OLPAULBR1,roni,leaf_spacing,clustered,5,5,agrupadas | agrupadas | agrupadas | agrupadas | agrupadas
individual_103,OLPAULBR1,roni,leaf_complexity_type,compound,5,5,compuesta | compuesta | compuesta | compuesta | simple
individual_103,OLPAULBR1,roni,compound_leaf_type,odd-pinnate,5,4,imparipinada | imparipinada | imparipinada | imparipinada | N/A
individual_103,OLPAULBR1,roni,leaflet_arrangement,opposite,5,4,opuesto | opuesto | opuesto | opuesto | N/A
individual_103,OLPAULBR1,roni,leaf_margin,toothed,5,5,dentado | dentado | dentado | dentado | dentado
individual_103,OLPAULBR1,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_103,OLPAULBR1,roni,leaf_apex,acuminate,5,4,acuminado | acuminado | acuminado | acuminado | no visible
individual_103,OLPAULBR1,roni,leaf_base,rounded,5,5,redondeada | redondeada | redondeada | redondeada | redondeada
individual_103,OLPAULBR1,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_103,OLPAULBR1,roni,leaf_trichomes,absent,5,2,no visible | no visible | ausentes | no visible | ausentes
individual_103,OLPAULBR1,roni,petiole_length,long,5,5,largo | largo | largo | largo | largo
individual_103,OLPAULBR1,roni,petiole_features,winged,5,5,alado | alado | alado | alado | alado
individual_103,OLPAULBR1,roni,stem_type,woody,5,1,no visible | no visible | no visible | lenoso | no visible
individual_103,OLPAULBR1,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_103,OLPAULBR1,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_103,OLPAULBR1,roni,stipules,present,5,3,presentes | presentes | no visible | presentes | no visible
individual_103,OLPAULBR1,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_103,OLPAULBR1,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_103,OLPAULBR1,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_103,OLPAULBR1,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_104,MESERJME1,roni,leaf_relative_position,alternate,5,2,alterna | no visible | no visible | alterna | no visible
individual_104,MESERJME1,roni,leaf_spacing,clustered,5,3,agrupadas | no visible | agrupadas | agrupadas | no visible
individual_104,MESERJME1,roni,leaf_complexity_type,compound,5,5,compuesta | compuesta | compuesta | compuesta | compuesta
individual_104,MESERJME1,roni,compound_leaf_type,odd-pinnate,5,4,imparipinada | imparipinada | imparipinada | no visible | imparipinada
individual_104,MESERJME1,roni,leaflet_arrangement,opposite,5,4,opuesto | opuesto | opuesto | no visible | opuesto
individual_104,MESERJME1,roni,leaf_margin,toothed,5,5,dentado | dentado | dentado | dentado | dentado
individual_104,MESERJME1,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_104,MESERJME1,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_104,MESERJME1,roni,leaf_base,cuneate,5,2,no visible | cuneada | cuneada | no visible | no visible
individual_104,MESERJME1,roni,venation,pinnate,5,4,pinnada | pinnada | pinnada | no visible | pinnada
individual_104,MESERJME1,roni,leaf_trichomes,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_104,MESERJME1,roni,petiole_length,long,5,3,largo | no visible | largo | largo | no visible
individual_104,MESERJME1,roni,petiole_features,winged,5,1,no visible | no visible | alado | no visible | no visible
individual_104,MESERJME1,roni,stem_type,woody,5,2,lenoso | no visible | no visible | lenoso | no visible
individual_104,MESERJME1,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_104,MESERJME1,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_104,MESERJME1,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_104,MESERJME1,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_104,MESERJME1,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_104,MESERJME1,roni,tendrils,absent,5,3,ausente | no visible | ausente | ausente | no visible
individual_104,MESERJME1,roni,damage,absent,5,4,ausente | ausente | ausente | no visible | ausente
individual_105,BVCHR2AR5,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_105,BVCHR2AR5,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
